white,black,event,date,cpLoss,cpLoss1150,cpLoss1120,cpLoss2130,cpLoss3140,cpLoss50end,shareTopMoves,shareTopMoves1150,shareTopMoves1120,shareTopMoves2130,shareTopMoves3140,shareTopMoves50end,shareVGMoves,shareVGMoves1150,shareVGMoves1120,shareVGMoves2130,shareVGMoves3140,shareVGMoves50end,stdDevCPLoss,stDevCPLoss1150
Gukesh D,Jabed Al Azad,TCh-BAN Premier 2022,2022.03.10,0.03851851851851852,0.03851851851851852,0.18700000000000003,-0.08300000000000003,-0.0,,0.5555555555555556,0.5555555555555556,0.6,1.0,,,0.7037037037037037,0.7037037037037037,0.7,1.0,,,0.24170394643198886,0.24170394643198886
Harshad S,Gukesh D,TCh-BAN Premier 2022,2022.03.11,0.004999999999999991,0.004999999999999991,0.045,-0.030000000000000027,0.0,,0.8666666666666667,0.8666666666666667,1.0,1.0,,,0.8666666666666667,0.8666666666666667,1.0,1.0,,,0.08349065609499316,0.08349065609499316
Gukesh D,"Parveen, Tanima",TCh-BAN Premier 2022,2022.03.12,0.14851851851851855,0.14851851851851855,0.129,0.203,0.09857142857142857,,0.5185185185185185,0.5185185185185185,0.5,0.8571428571428571,,,0.5185185185185185,0.5185185185185185,0.5,0.8571428571428571,,,0.2426568280150719,0.2426568280150719
"Md., Shar",Gukesh D,TCh-BAN Premier 2022,2022.03.13,0.12826086956521743,0.12826086956521743,0.12000000000000002,0.17500000000000007,0.0,,0.43478260869565216,0.43478260869565216,0.4,1.0,,,0.5217391304347826,0.5217391304347826,0.4,1.0,,,0.2418236053955077,0.2418236053955077
Gukesh D,"Narayanan, Sri",TCh-BAN Premier 2022,2022.03.14,0.20148148148148146,0.20148148148148146,0.178,0.251,0.16428571428571428,,0.25925925925925924,0.25925925925925924,0.3,0.14285714285714285,,,0.4074074074074074,0.4074074074074074,0.5,0.2857142857142857,,,0.24187892240832626,0.24187892240832626
Bharath Subramaniyam H,Gukesh D,TCh-BAN Premier 2022,2022.03.15,0.5917241379310345,0.5917241379310345,0.40499999999999997,1.045,0.2955555555555555,,0.4482758620689655,0.4482758620689655,0.2,0.5555555555555556,,,0.4482758620689655,0.4482758620689655,0.2,0.5555555555555556,,,0.934730935179887,0.934730935179887
Gukesh D,"Ghosh, Chanchal Kumer",TCh-BAN Premier 2022,2022.03.16,0.06909090909090909,0.06909090909090909,0.17099999999999999,-0.018999999999999996,-0.0,,0.6818181818181818,0.6818181818181818,1.0,1.0,,,0.6818181818181818,0.6818181818181818,1.0,1.0,,,0.13430275290264693,0.13430275290264693
"Aditya, Mittal",Gukesh D,TCh-BAN Premier 2022,2022.03.17,0.2570731707317073,0.2635,0.18800000000000003,0.36900000000000005,0.49700000000000005,0.0,0.5609756097560976,0.55,0.4,0.3,1.0,1.0,0.6097560975609756,0.6,0.4,0.5,1.0,1.0,0.5270542851663338,0.5321391277495493
Gukesh D,"Hossain, Enamul",TCh-BAN Premier 2022,2022.03.18,0.07666666666666666,0.07666666666666666,0.10800000000000001,0.03749999999999998,,,0.5555555555555556,0.5555555555555556,0.875,,,,0.6666666666666666,0.6666666666666666,0.875,,,,0.17559981240777858,0.17559981240777858
Gukesh D,"Ahmed, Sh",TCh-BAN Premier 2022,2022.03.19,0.09470588235294117,0.09470588235294117,0.30100000000000005,0.01599999999999997,0.004999999999999982,,0.6764705882352942,0.6764705882352942,0.8,1.0,1.0,,0.7352941176470589,0.7352941176470589,0.9,1.0,1.0,,0.2211298164470932,0.2211298164470932
"Puranik, A",Gukesh D,TCh-BAN Premier 2022,2022.03.20,0.2853658536585366,0.29250000000000004,0.381,0.08800000000000004,0.35500000000000004,0.0,0.3902439024390244,0.375,0.5,0.1,0.6,1.0,0.43902439024390244,0.425,0.6,0.2,0.6,1.0,0.5697723122483911,0.5751733295054274
"Martinez Fernandez, Adrian",Gukesh D,TCh-ESP Div Honor 2022,2022.09.17,0.21103448275862072,0.21103448275862072,0.383,0.2290000000000001,0.0,,0.4482758620689655,0.4482758620689655,0.4,1.0,,,0.5862068965517241,0.5862068965517241,0.6,1.0,,,0.4323799984437152,0.4323799984437152
Gukesh D,"Jones, G",TCh-ESP Div Honor 2022,2022.09.18,0.076,0.076,0.167,-0.015000000000000013,,,0.5,0.5,0.9,,,,0.6,0.6,0.9,,,,0.14441898111142856,0.14441898111142856
"Alekseenko, Kirill",Gukesh D,TCh-ESP Div Honor 2022,2022.09.19,0.31263157894736837,0.31263157894736837,0.195,0.44333333333333336,,,0.3684210526315789,0.3684210526315789,0.2222222222222222,,,,0.3684210526315789,0.3684210526315789,0.2222222222222222,,,,0.3114989228671079,0.3114989228671079
"Anton Guijarro, David",Gukesh D,TCh-ESP Div Honor 2022,2022.09.20,0.21521739130434783,0.2475,0.252,0.08099999999999999,0.42200000000000004,0.0,0.3695652173913043,0.275,0.4,0.1,0.4,1.0,0.5434782608695652,0.475,0.6,0.3,0.5,1.0,0.40720041001089796,0.4279333161567618
Gukesh D,"Tabatabaei, M",TCh-ESP Div Honor 2022,2022.09.21,0.22896551724137923,0.22896551724137923,0.331,0.3379999999999998,-0.005555555555555536,,0.4827586206896552,0.4827586206896552,0.2,0.8888888888888888,,,0.6206896551724138,0.6206896551724138,0.4,1.0,,,0.41443890492004976,0.41443890492004976
Nihal Sarin,Gukesh D,TCh-ESP Div Honor 2022,2022.09.22,0.0655,0.0655,0.074,0.05700000000000001,,,0.55,0.55,0.5,,,,0.75,0.75,0.8,,,,0.09428260988281874,0.09428260988281874
Gukesh D,"Santos Latasa, Jaime",TCh-ESP Div Honor 2022,2022.09.23,0.15872727272727274,0.21625,0.05800000000000001,0.08299999999999999,0.264,0.005333333333333332,0.5272727272727272,0.375,0.3,0.1,0.7,0.9333333333333333,0.7272727272727273,0.625,0.6,0.4,0.8,1.0,0.6593601122116484,0.7676761052449806
Gukesh D,"Gholami, A",TCh-TUR Super League 2022,2022.08.16,0.29170731707317077,0.29900000000000004,0.20599999999999996,0.45,0.54,-0.0,0.5609756097560976,0.55,0.3,0.6,1.0,1.0,0.6341463414634146,0.625,0.3,0.6,1.0,1.0,0.6996852951113964,0.7070190219759984
"Esipenko, Andrey",Gukesh D,TCh-TUR Super League 2022,2022.08.17,0.1794736842105263,0.1794736842105263,0.185,0.17333333333333334,,,0.3157894736842105,0.3157894736842105,0.4444444444444444,,,,0.42105263157894735,0.42105263157894735,0.5555555555555556,,,,0.21818630378164147,0.21818630378164147
Gukesh D,"Sanal, V",TCh-TUR Super League 2022,2022.08.18,0.31129032258064515,0.31129032258064515,0.03800000000000001,0.31299999999999994,0.614,,0.41935483870967744,0.41935483870967744,0.5,0.3,1.0,,0.5483870967741935,0.5483870967741935,0.6,0.3,1.0,,0.5302058841336,0.5302058841336
"Kobalia, Mikhail",Gukesh D,TCh-TUR Super League 2022,2022.08.19,0.4135135135135135,0.4135135135135135,0.12600000000000003,0.36,1.044,,0.5405405405405406,0.5405405405405406,0.3,0.6,1.0,,0.5945945945945946,0.5945945945945946,0.5,0.6,1.0,,0.9569169713669469,0.9569169713669469
Gukesh D,"Maghsoodloo, Parham",TCh-TUR Super League 2022,2022.08.20,0.2836842105263157,0.2836842105263157,0.356,0.20333333333333325,,,0.5789473684210527,0.5789473684210527,0.7777777777777778,,,,0.5789473684210527,0.5789473684210527,0.7777777777777778,,,,0.5422812977117625,0.5422812977117625
Gukesh D,"Idani, Pouya",TCh-TUR Super League 2022,2022.08.22,0.32322580645161286,0.32322580645161286,0.24500000000000002,0.321,0.43600000000000005,,0.4838709677419355,0.4838709677419355,0.5,0.7,1.0,,0.5806451612903226,0.5806451612903226,0.5,0.7,1.0,,0.5989401032756347,0.5989401032756347
"Sychev, Klementy",Gukesh D,TCh-TUR Super League 2022,2022.08.23,0.2003125,0.2003125,0.22199999999999998,0.418,0.0010000000000000037,,0.53125,0.53125,0.4,0.8,1.0,,0.65625,0.65625,0.5,1.0,1.0,,0.39967312753169654,0.39967312753169654
Gukesh D,"Nigmatov, Ortik",TCh-TUR Super League 2022,2022.08.24,0.1885185185185185,0.1885185185185185,0.24800000000000005,0.19,0.10142857142857142,,0.4074074074074074,0.4074074074074074,0.4,0.8571428571428571,,,0.5555555555555556,0.5555555555555556,0.6,0.8571428571428571,,,0.2934372387844002,0.2934372387844002
"Nguyen, Thai Dai Van",Gukesh D,TCh-TUR Super League 2022,2022.08.25,0.13630434782608694,0.15675,0.384,0.06999999999999998,0.17600000000000002,0.0,0.5652173913043478,0.5,0.7,0.4,0.8,1.0,0.6521739130434783,0.6,0.8,0.6,0.8,1.0,0.2835360740964184,0.29912168435484926
Gukesh D,"Ivic, Velimir",TCh-TUR Super League 2022,2022.08.26,0.135,0.135,0.163,0.10700000000000001,,,0.45,0.45,0.7,,,,0.6,0.6,0.7,,,,0.19313207915827968,0.19313207915827968
