white,black,event,date,cpLoss,cpLoss1150,cpLoss1120,cpLoss2130,cpLoss3140,cpLoss50end,shareTopMoves,shareTopMoves1150,shareTopMoves1120,shareTopMoves2130,shareTopMoves3140,shareTopMoves50end,shareVGMoves,shareVGMoves1150,shareVGMoves1120,shareVGMoves2130,shareVGMoves3140,shareVGMoves50end,stdDevCPLoss,stDevCPLoss1150
"Keymer, Vincent",Gukesh D,55th Biel GM 2022,2022.07.20,0.15666666666666665,0.22325,0.29800000000000004,0.595,-0.0,-0.0,0.7719298245614035,0.675,0.4,1.0,1.0,1.0,0.7719298245614035,0.675,0.4,1.0,1.0,1.0,0.5268143252924443,0.6190828100028506
"Keymer, Vincent","Salem, A.R. Saleh",55th Biel GM 2022,2022.07.21,0.14145454545454547,0.19,0.231,0.30700000000000005,-0.008999999999999942,0.012000000000000002,0.4909090909090909,0.35,0.2,0.7,0.4,0.8666666666666667,0.6363636363636364,0.525,0.3,0.8,0.8,0.9333333333333333,0.32677672852121875,0.3718353647268351
"Naiditsch, Arkadij","Keymer, Vincent",55th Biel GM 2022,2022.07.22,0.27741935483870966,0.27741935483870966,0.316,0.14999999999999997,0.39399999999999996,,0.5161290322580645,0.5161290322580645,0.4,0.7,1.0,,0.5806451612903226,0.5806451612903226,0.4,0.8,1.0,,0.5785727712335788,0.5785727712335788
"Keymer, Vincent","Baburin, Alexander",44th Olympiad 2022,2022.08.01,0.1307407407407407,0.1307407407407407,0.08600000000000001,0.09999999999999991,0.23857142857142857,,0.5555555555555556,0.5555555555555556,0.6,0.7142857142857143,,,0.5555555555555556,0.5555555555555556,0.6,0.7142857142857143,,,0.29967836509685264,0.29967836509685264
"Subelj, Jan","Keymer, Vincent",44th Olympiad 2022,2022.08.02,0.09361702127659575,0.11000000000000001,0.03599999999999999,0.3340000000000001,0.03899999999999999,0.0,0.723404255319149,0.675,0.6,0.5,0.9,1.0,0.851063829787234,0.825,0.7,0.8,0.9,1.0,0.42232496004604164,0.4566432709709813
"Keymer, Vincent","Moroni, L",44th Olympiad 2022,2022.08.03,0.1257627118644068,0.181,0.38600000000000007,0.19399999999999998,0.09400000000000001,0.009473684210526316,0.6271186440677966,0.475,0.5,0.7,0.5,0.9473684210526315,0.6610169491525424,0.525,0.5,0.7,0.7,0.9473684210526315,0.32574690508403814,0.3843929613272708
"Indjic, Aleksandar","Keymer, Vincent",44th Olympiad 2022,2022.08.05,0.20536231884057973,0.20049999999999998,0.17800000000000002,0.316,0.233,0.21206896551724136,0.7101449275362319,0.675,0.5,0.8,0.9,0.7586206896551724,0.7246376811594203,0.675,0.5,0.8,0.9,0.7931034482758621,0.5679259989857443,0.47812105537169514
"Keymer, Vincent","Abdusattorov, Nodirbek",44th Olympiad 2022,2022.08.06,0.263030303030303,0.263030303030303,0.32599999999999996,0.5339999999999999,0.008000000000000004,,0.48484848484848486,0.48484848484848486,0.1,0.9,1.0,,0.5757575757575758,0.5757575757575758,0.3,0.9,1.0,,0.40059709222987405,0.40059709222987405
"Laurusas, Tomas","Keymer, Vincent",44th Olympiad 2022,2022.08.07,0.12518518518518518,0.12518518518518518,0.11299999999999999,0.149,0.10857142857142854,,0.4074074074074074,0.4074074074074074,0.1,0.8571428571428571,,,0.6296296296296297,0.6296296296296297,0.6,0.8571428571428571,,,0.19723805160984786,0.19723805160984786
"Keymer, Vincent","Boruchovsky, Avital",44th Olympiad 2022,2022.08.08,0.084,0.0945,0.12399999999999997,0.171,0.04300000000000011,-0.0,0.6666666666666666,0.625,0.5,0.8,0.9,1.0,0.7333333333333333,0.7,0.6,0.8,0.9,1.0,0.28563645043688274,0.30171263284873046
