white,black,event,date,cpLoss,cpLoss1150,cpLoss1120,cpLoss2130,cpLoss3140,cpLoss50end,shareTopMoves,shareTopMoves1150,shareTopMoves1120,shareTopMoves2130,shareTopMoves3140,shareTopMoves50end,shareVGMoves,shareVGMoves1150,shareVGMoves1120,shareVGMoves2130,shareVGMoves3140,shareVGMoves50end,stdDevCPLoss,stDevCPLoss1150
"Duboue, Peio",Erigaisi Arjun,TCh-FRA Top 16 GpB 2022,2022.06.10,0.37559999999999993,0.37559999999999993,0.27199999999999996,0.338,0.6579999999999999,,0.16,0.16,0.1,0.0,,,0.24,0.24,0.1,0.2,,,0.39727278621454387,0.39727278621454387
Erigaisi Arjun,"Vocaturo, Daniele",TCh-FRA Top 16 GpB 2022,2022.06.11,0.35857142857142854,0.35857142857142854,0.31399999999999995,0.69,-0.0,,0.4642857142857143,0.4642857142857143,0.2,1.0,,,0.5357142857142857,0.5357142857142857,0.3,1.0,,,0.8990106260885385,0.8990106260885385
"Donchenko, Alexander",Erigaisi Arjun,TCh-FRA Top 16 GpB 2022,2022.06.12,0.5184848484848484,0.5184848484848484,0.24199999999999994,0.11500000000000002,0.9040000000000001,,0.3333333333333333,0.3333333333333333,0.4,0.5,0.3333333333333333,,0.48484848484848486,0.48484848484848486,0.6,0.7,0.3333333333333333,,1.1317964735657011,1.1317964735657011
Erigaisi Arjun,"Le Hetet, Nicolas",TCh-FRA Top 16 GpB 2022,2022.06.13,0.22124999999999997,0.26475,0.23199999999999998,0.125,0.16600000000000004,0.003750000000000017,0.5208333333333334,0.45,0.8,0.3,0.4,0.875,0.625,0.55,0.8,0.4,0.4,1.0,0.4794883132602832,0.5148561536724204
"Kulaots, Kaido",Erigaisi Arjun,TCh-FRA Top 16 GpB 2022,2022.06.14,0.22282051282051285,0.22282051282051285,0.24499999999999997,0.37200000000000016,0.252,,0.5128205128205128,0.5128205128205128,0.2,0.6,1.0,,0.5897435897435898,0.5897435897435898,0.3,0.6,1.0,,0.421457051054957,0.421457051054957
Erigaisi Arjun,"Esipenko, Andrey",TCh-FRA Top 16 GpB 2022,2022.06.15,0.09480000000000001,0.09480000000000001,0.10500000000000001,0.06799999999999999,0.128,,0.4,0.4,0.4,0.2,,,0.52,0.52,0.6,0.4,,,0.12389915253947463,0.12389915253947463
Erigaisi Arjun,"Fressinet, Laurent",TCh-FRA Top 16 Haute 2022,2022.06.16,0.124,0.124,0.051000000000000004,0.197,,,0.45,0.45,0.4,,,,0.55,0.55,0.4,,,,0.169158910028722,0.169158910028722
"Korobov, A",Erigaisi Arjun,TCh-FRA Top 16 Haute 2022,2022.06.17,0.15914893617021275,0.187,0.21299999999999994,0.43200000000000005,0.09699999999999993,0.0,0.574468085106383,0.5,0.1,0.8,0.9,1.0,0.6595744680851063,0.6,0.3,0.8,1.0,1.0,0.30668515073871155,0.3249552237399754
"Abasov, Nijat",Erigaisi Arjun,TCh-FRA Top 16 Haute 2022,2022.06.18,0.34102564102564104,0.34102564102564104,0.225,0.2919999999999999,0.352,,0.41025641025641024,0.41025641025641024,0.4,0.5,0.5555555555555556,,0.5128205128205128,0.5128205128205128,0.5,0.6,0.5555555555555556,,0.7793039906554772,0.7793039906554772
Erigaisi Arjun,"Mamedov, Rauf",TCh-FRA Top 16 Haute 2022,2022.06.19,0.13680000000000003,0.13680000000000003,0.04000000000000001,0.026000000000000013,0.5520000000000002,,0.52,0.52,0.5,0.4,,,0.68,0.68,0.7,0.4,,,0.351647550823264,0.351647550823264
"Masango, Spencer",Erigaisi Arjun,44th Olympiad 2022,2022.07.29,0.38296296296296295,0.38296296296296295,0.21000000000000002,0.279,0.7785714285714286,,0.18518518518518517,0.18518518518518517,0.3,0.0,,,0.25925925925925924,0.25925925925925924,0.5,0.0,,,0.3997288967327617,0.3997288967327617
Erigaisi Arjun,"Macovei, Andrei",44th Olympiad 2022,2022.07.30,0.14472222222222222,0.14472222222222222,0.11599999999999999,0.23899999999999996,0.149,,0.4166666666666667,0.4166666666666667,0.3,0.3,0.8333333333333334,,0.5,0.5,0.4,0.5,0.8333333333333334,,0.2336845995428284,0.2336845995428284
Erigaisi Arjun,"Mastrovasilis, Athanasios",44th Olympiad 2022,2022.07.31,0.16268292682926833,0.16675,0.11300000000000002,0.185,0.35200000000000004,-0.0,0.4634146341463415,0.45,0.4,0.4,0.7,1.0,0.5365853658536586,0.525,0.4,0.4,0.8,1.0,0.3811234996050748,0.38507666569338955
"Cornette, Matthieu",Erigaisi Arjun,44th Olympiad 2022,2022.08.01,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,0.0,0.0
Erigaisi Arjun,"Parligras, Mircea-Emilian",44th Olympiad 2022,2022.08.02,0.08027777777777777,0.08027777777777777,0.217,0.11600000000000002,-0.044,,0.6111111111111112,0.6111111111111112,0.6,0.8,1.0,,0.75,0.75,0.7,0.8,1.0,,0.27109814892250067,0.27109814892250067
"Sindarov, Javokhir",Erigaisi Arjun,44th Olympiad 2022,2022.08.03,0.22447368421052635,0.22447368421052635,0.16599999999999998,0.217,0.4700000000000001,,0.47368421052631576,0.47368421052631576,0.4,0.5,1.0,,0.5526315789473685,0.5526315789473685,0.5,0.5,1.0,,0.4202103550984979,0.4202103550984979
Erigaisi Arjun,"Gupta, Abhijeet",44th Olympiad 2022,2022.08.05,0.1955555555555556,0.1955555555555556,0.248,0.49399999999999994,-0.03799999999999999,,0.5555555555555556,0.5555555555555556,0.2,1.0,1.0,,0.5833333333333334,0.5833333333333334,0.2,1.0,1.0,,0.4273469279466004,0.4273469279466004
"Ter-Sahakyan, Samvel",Erigaisi Arjun,44th Olympiad 2022,2022.08.06,0.02904109589041096,0.05425000000000001,0.028000000000000004,0.053000000000000005,0.054000000000000006,-0.0015151515151515152,0.7808219178082192,0.6,0.5,0.5,0.7,1.0,0.8904109589041096,0.8,0.8,0.9,0.7,1.0,0.08808399374652527,0.11322515576247133
Erigaisi Arjun,"Mekhitarian, Krikor Sevag",44th Olympiad 2022,2022.08.07,0.2292452830188679,0.121,0.03399999999999999,0.197,0.277,0.5623076923076924,0.5471698113207547,0.55,0.5,0.3,0.8,0.5384615384615384,0.5849056603773585,0.6,0.5,0.3,0.9,0.5384615384615384,0.625898889157407,0.3080859021067389
"Idani, Pouya",Erigaisi Arjun,44th Olympiad 2022,2022.08.08,0.03,0.03,0.06,0.0,,,0.75,0.75,1.0,,,,0.8,0.8,1.0,,,,0.0669642481202902,0.0669642481202902
Erigaisi Arjun,"Dominguez Perez, Leinier",44th Olympiad 2022,2022.08.09,0.056410256410256425,0.056410256410256425,0.162,0.1620000000000001,-0.10399999999999995,,0.717948717948718,0.717948717948718,0.4,1.0,1.0,,0.7948717948717948,0.7948717948717948,0.6,1.0,1.0,,0.26408219593116694,0.26408219593116694
Erigaisi Arjun,Rohith Krishna S,28th Abu Dhabi Masters,2022.08.17,0.23879518072289158,0.16875,0.257,0.132,0.14500000000000005,0.303953488372093,0.40963855421686746,0.3,0.5,0.2,0.4,0.5116279069767442,0.5180722891566265,0.425,0.5,0.5,0.5,0.6046511627906976,0.49976676899442357,0.2379957713479111
Erigaisi Arjun,"Indjic, Aleksandar",28th Abu Dhabi Masters,2022.08.18,0.03924999999999999,0.03924999999999999,0.013000000000000001,0.14399999999999996,-0.0,,0.825,0.825,0.8,1.0,1.0,,0.85,0.85,0.8,1.0,1.0,,0.2593521267331841,0.2593521267331841
"Sengupta, D",Erigaisi Arjun,28th Abu Dhabi Masters,2022.08.18,0.05444444444444444,0.05444444444444444,0.13599999999999998,0.06000000000000001,0.0,,0.7222222222222222,0.7222222222222222,0.7,1.0,1.0,,0.75,0.75,0.7,1.0,1.0,,0.12529837405043429,0.12529837405043429
"Tomashevsky, Evgeny",Erigaisi Arjun,28th Abu Dhabi Masters,2022.08.19,0.10666666666666666,0.10666666666666666,0.11999999999999997,0.11099999999999996,0.08142857142857142,,0.48148148148148145,0.48148148148148145,0.6,0.5714285714285714,,,0.5925925925925926,0.5925925925925926,0.6,0.7142857142857143,,,0.21393744592574432,0.21393744592574432
Erigaisi Arjun,"Van Foreest, Jorden",28th Abu Dhabi Masters,2022.08.20,0.10466666666666666,0.10466666666666666,0.10600000000000001,0.16499999999999998,0.043,,0.5333333333333333,0.5333333333333333,0.5,0.7,,,0.6,0.6,0.5,0.7,,,0.21347265565557494,0.21347265565557494
"Sadhwani, Raunak",Erigaisi Arjun,28th Abu Dhabi Masters,2022.08.22,0.4761290322580646,0.4761290322580646,0.25799999999999995,0.695,0.523,,0.22580645161290322,0.22580645161290322,0.2,0.3,1.0,,0.3548387096774194,0.3548387096774194,0.2,0.4,1.0,,0.6733729893570866,0.6733729893570866
Erigaisi Arjun,"Robson, Ray",28th Abu Dhabi Masters,2022.08.23,0.1151851851851852,0.1151851851851852,0.127,0.184,-0.0,,0.9259259259259259,0.9259259259259259,0.9,1.0,,,0.9259259259259259,0.9259259259259259,0.9,1.0,,,0.42131086978957594,0.42131086978957594
"Wang, Hao",Erigaisi Arjun,28th Abu Dhabi Masters,2022.08.24,0.22866666666666668,0.25725000000000003,0.095,0.029000000000000005,0.7769999999999999,0.0,0.5777777777777777,0.525,0.8,0.2,0.5,1.0,0.7555555555555555,0.725,0.9,0.5,0.8,1.0,0.5686211392482696,0.5976963790575124
Erigaisi Arjun,"Anton Guijarro, David",28th Abu Dhabi Masters,2022.08.25,0.30771929824561406,0.34925,0.36000000000000004,0.344,0.33899999999999997,0.21000000000000002,0.3508771929824561,0.2,0.2,0.2,0.3,0.7058823529411765,0.42105263157894735,0.3,0.2,0.4,0.3,0.7058823529411765,0.4201998569722492,0.3705808849734324
"Tolentino, Rustum",Erigaisi Arjun,22nd Dubai Open 2022,2022.08.27,,,,,,,,,,,,,,,,,,,,
Erigaisi Arjun,Nitish Belurkar,22nd Dubai Open 2022,2022.08.28,0.03551724137931034,0.03551724137931034,0.11299999999999999,-0.010000000000000009,-0.0,,0.896551724137931,0.896551724137931,1.0,1.0,,,0.896551724137931,0.896551724137931,1.0,1.0,,,0.1944329889502248,0.1944329889502248
Raja Rithvik R,Erigaisi Arjun,22nd Dubai Open 2022,2022.08.29,0.28136363636363637,0.28136363636363637,0.22400000000000003,0.39499999999999996,0.0,,0.36363636363636365,0.36363636363636365,0.5,1.0,,,0.5,0.5,0.5,1.0,,,0.5677633264003539,0.5677633264003539
"Indjic, Aleksandar",Erigaisi Arjun,22nd Dubai Open 2022,2022.08.30,0.15692307692307694,0.15692307692307694,0.119,0.133,0.3620000000000001,,0.5128205128205128,0.5128205128205128,0.6,0.2,0.8888888888888888,,0.6666666666666666,0.6666666666666666,0.6,0.4,1.0,,0.3179055954388598,0.3179055954388598
Erigaisi Arjun,"Muradli, Mahammad",22nd Dubai Open 2022,2022.08.31,0.13599999999999995,0.13599999999999995,0.13599999999999995,,,,0.7,0.7,,,,,0.9,0.9,,,,,0.5007816113059886,0.5007816113059886
Erigaisi Arjun,"Jumabayev, Rinat",22nd Dubai Open 2022,2022.09.01,0.106551724137931,0.106551724137931,0.24900000000000003,0.05999999999999992,-0.0,,0.6551724137931034,0.6551724137931034,0.9,1.0,,,0.7241379310344828,0.7241379310344828,0.9,1.0,,,0.2218795661432598,0.2218795661432598
"Predke, Alexandr",Erigaisi Arjun,22nd Dubai Open 2022,2022.09.02,0.0945,0.0945,0.196,-0.007000000000000001,,,0.6,0.6,1.0,,,,0.65,0.65,1.0,,,,0.23018242193621358,0.23018242193621358
Erigaisi Arjun,"Aravindh, Chithambaram VR.",22nd Dubai Open 2022,2022.09.03,0.2991428571428571,0.2991428571428571,0.047,0.501,0.499,,0.6,0.6,0.2,0.7,1.0,,0.6,0.6,0.2,0.7,1.0,,0.6223691519866146,0.6223691519866146
Harsha Bharathakoti,Erigaisi Arjun,22nd Dubai Open 2022,2022.09.04,0.044782608695652176,0.044782608695652176,0.084,0.019,0.0,,0.782608695652174,0.782608695652174,0.8,1.0,,,0.8260869565217391,0.8260869565217391,0.9,1.0,,,0.1593130013874172,0.1593130013874172
"Javornik, Nik",Erigaisi Arjun,32nd TCh-SLO 2022,2022.09.09,0.07116666666666666,0.10674999999999998,0.13899999999999996,0.17900000000000002,0.078,0.0,0.6833333333333333,0.525,0.2,0.7,0.9,1.0,0.75,0.625,0.3,0.9,0.9,1.0,0.15821131188710727,0.1843128263271928
Erigaisi Arjun,"Kozul, Zdenko",32nd TCh-SLO 2022,2022.09.10,0.24268292682926831,0.24875000000000003,0.11300000000000003,0.5319999999999999,0.33799999999999997,-0.0,0.34146341463414637,0.325,0.2,0.1,0.7,1.0,0.3902439024390244,0.375,0.3,0.2,0.7,1.0,0.45097685301046164,0.45502430197146104
"Guid, Matej",Erigaisi Arjun,32nd TCh-SLO 2022,2022.09.11,0.32960000000000006,0.256,0.15199999999999997,0.076,0.047,0.624,0.56,0.575,0.7,0.6,0.7,0.5,0.62,0.65,0.8,0.7,0.7,0.5,0.9500375073154336,0.8301553762507045
