white,black,event,date,cpLoss,cpLoss1150,cpLoss1120,cpLoss2130,cpLoss3140,cpLoss50end,shareTopMoves,shareTopMoves1150,shareTopMoves1120,shareTopMoves2130,shareTopMoves3140,shareTopMoves50end,shareVGMoves,shareVGMoves1150,shareVGMoves1120,shareVGMoves2130,shareVGMoves3140,shareVGMoves50end,stdDevCPLoss,stDevCPLoss1150
"Nakamura, Hikaru","Mamedyarov, Shakhriyar",FIDE Grand Prix 3 playoff,2022.04.01,0.2651612903225807,0.2651612903225807,0.24100000000000002,0.31599999999999995,0.26499999999999996,,0.41935483870967744,0.41935483870967744,0.5,0.4,1.0,,0.41935483870967744,0.41935483870967744,0.5,0.4,1.0,,0.4077079916455072,0.4077079916455072
"Mamedyarov, Shakhriyar","Nakamura, Hikaru",FIDE Grand Prix 3 playoff,2022.04.01,0.10500000000000001,0.10500000000000001,0.22199999999999998,0.186,0.012,,0.7,0.7,0.5,0.9,1.0,,0.8,0.8,0.7,1.0,1.0,,0.26438123212027725,0.26438123212027725
"Nakamura, Hikaru","Mamedyarov, Shakhriyar",FIDE Grand Prix 3 playoff,2022.04.01,0.028500000000000004,0.028500000000000004,0.05,0.007000000000000001,,,0.9,0.9,1.0,,,,0.9,0.9,1.0,,,,0.07968853843492636,0.07968853843492636
"So, Wesley","Nakamura, Hikaru",FIDE Grand Prix 3 playoff,2022.04.04,0.12581818181818183,0.173,0.184,0.19399999999999995,0.314,0.0,0.7454545454545455,0.65,0.4,0.9,1.0,1.0,0.7818181818181819,0.7,0.5,0.9,1.0,1.0,0.4458354243319227,0.5165725307129477
"Nakamura, Hikaru","So, Wesley",FIDE Grand Prix 3 playoff,2022.04.04,0.23434782608695653,0.2695,0.39799999999999996,0.28499999999999986,0.3630000000000001,-0.0,0.5652173913043478,0.5,0.4,0.6,0.8,1.0,0.6521739130434783,0.6,0.5,0.8,0.8,1.0,0.6678211742472285,0.710550346472222
"Nakamura, Hikaru","So, Wesley",FIDE Grand Prix 3 playoff,2022.04.04,-0.0,-0.0,-0.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,0.0,0.0
"So, Wesley","Nakamura, Hikaru",FIDE Grand Prix 3 playoff,2022.04.04,0.05800000000000001,0.05800000000000001,0.03799999999999999,0.078,,,0.75,0.75,0.8,,,,0.8,0.8,0.8,,,,0.15309439812364822,0.15309439812364822
"Caruana, Fabiano","Nakamura, Hikaru",FIDE Candidates 2022,2022.06.17,0.3802564102564102,0.3802564102564102,0.02699999999999999,0.177,0.9029999999999999,,0.48717948717948717,0.48717948717948717,0.3,0.2,0.6666666666666666,,0.5641025641025641,0.5641025641025641,0.5,0.3,0.6666666666666666,,0.7608599261759411,0.7608599261759411
"Nakamura, Hikaru","Radjabov, Teimour",FIDE Candidates 2022,2022.06.18,0.1652307692307692,0.15899999999999997,0.10699999999999998,0.129,-0.035,0.17520000000000008,0.5692307692307692,0.475,0.7,0.7,0.2,0.72,0.6923076923076923,0.675,0.8,1.0,0.2,0.72,0.5337517789557816,0.371199027408098
"Firouzja, Alireza","Nakamura, Hikaru",FIDE Candidates 2022,2022.06.19,0.0544186046511628,0.05850000000000001,0.009000000000000003,0.075,0.13399999999999998,0.0,0.7674418604651163,0.75,0.6,0.6,0.9,1.0,0.813953488372093,0.8,0.8,0.6,0.9,1.0,0.276347799543062,0.28635239183162464
"Rapport, Richard","Nakamura, Hikaru",FIDE Candidates 2022,2022.06.21,0.013823529411764707,0.013823529411764707,0.026000000000000002,0.018999999999999996,0.0020000000000000018,,0.8235294117647058,0.8235294117647058,0.9,0.9,1.0,,0.8529411764705882,0.8529411764705882,0.9,0.9,1.0,,0.0751569955163494,0.0751569955163494
